"Genotype" "predicted.value" "standard.error" "est.status"
"399" "F1F021M007" 0.365480454365044 0.0541259852390456 "Estimable"
"400" "F1F021M008" 0.324669099302591 0.054125867284651 "Estimable"
"401" "F1F021M009" 0.424161919348047 0.0541231814766029 "Estimable"
"402" "F1F021M010" 0.467916219190036 0.0541319929924511 "Estimable"
"403" "F1F021M011" 0.345978122753009 0.0541258749769611 "Estimable"
"404" "F1F021M012" 0.385578485137006 0.0541265896119532 "Estimable"
"405" "F1F021M013" 0.288109164454552 0.054133683880111 "Estimable"
"406" "F1F021M014" 0.333961143608663 0.0541321911261403 "Estimable"
"407" "F1F021M015" 0.33515444073578 0.0541357583704537 "Estimable"
"408" "F1F022M001" 0.35516321537613 0.066064737928378 "Estimable"
"409" "F1F022M002" 0.38336242560823 0.066073072465639 "Estimable"
"410" "F1F022M003" 0.418174025062885 0.0660554439004273 "Estimable"
"411" "F1F022M004" 0.354944674129315 0.0660499811525059 "Estimable"
"412" "F1F022M005" 0.225381525795824 0.0660731704702509 "Estimable"
"413" "F1F022M006" 0.34871747911309 0.0660733208369548 "Estimable"
"414" "F1F022M007" 0.526588547797903 0.0660406843004465 "Estimable"
"415" "F1F022M008" 0.313130503524392 0.066058348231338 "Estimable"
"416" "F1F022M009" 0.461103213462988 0.0660823915470681 "Estimable"
"417" "F1F022M010" 0.606398470561972 0.0660589615029739 "Estimable"
"418" "F1F022M012" 0.268240383151772 0.0660401721791965 "Estimable"
"419" "F1F022M013" 0.261084028450228 0.0660585518406935 "Estimable"
"420" "F1F023M001" 0.247625879466897 0.0541322317150617 "Estimable"
"421" "F1F023M002" 0.265592128658464 0.0541255744138195 "Estimable"
"422" "F1F023M003" 0.254058617961563 0.0541271129743794 "Estimable"
"423" "F1F023M004" 0.300482868838649 0.0541262611885141 "Estimable"
"424" "F1F023M005" 0.385778446506517 0.054129546002486 "Estimable"
"425" "F1F023M006" 0.254658489103809 0.0541396156185114 "Estimable"
"426" "F1F023M007" 0.311515697741572 0.0541206019581059 "Estimable"
"427" "F1F023M008" 0.300567974806936 0.0541309503275222 "Estimable"
"428" "F1F023M009" 0.295856951750404 0.0541195614867738 "Estimable"
"429" "F1F023M010" 0.249482570353917 0.0541356231746696 "Estimable"
"430" "F1F023M011" 0.349345864797926 0.0541259391653832 "Estimable"
"431" "F1F023M012" 0.349898026381619 0.0541261622789532 "Estimable"
"432" "F1F023M013" 0.255171067796752 0.0541198521672334 "Estimable"
"433" "F1F023M014" 0.257048339374103 0.0541391434616945 "Estimable"
"434" "F1F024M001" 0.349393406921331 0.0541380841547384 "Estimable"
"435" "F1F024M002" 0.261124849570863 0.054112795216722 "Estimable"
"436" "F1F024M003" 0.254883392699503 0.0541519335286009 "Estimable"
"437" "F1F024M004" 0.261546824887119 0.0541200290883668 "Estimable"
"438" "F1F024M005" 0.277396757597719 0.0541255818336225 "Estimable"
"439" "F1F024M006" 0.359079871048859 0.0541256635918696 "Estimable"
"440" "F1F024M007" 0.409115015192506 0.0541265017272262 "Estimable"
"441" "F1F024M008" 0.268483702619592 0.0541253596321401 "Estimable"
"442" "F1F024M009" 0.351317298026475 0.0541358935048036 "Estimable"
"443" "F1F024M010" 0.403501844219429 0.0541194469312963 "Estimable"
"444" "F1F024M011" 0.382029373400124 0.0541326833323221 "Estimable"
"445" "F1F024M013" 0.244027418438062 0.0541279821680563 "Estimable"
"446" "F1F024M014" 0.233452522126487 0.0541261627606653 "Estimable"
"447" "F1F024M015" 0.451823699266978 0.054123798849486 "Estimable"
"448" "F1F025M003" 0.263274573474304 0.0659967511738629 "Estimable"
"449" "F1F025M005" 0.310039343404437 0.0660649914835405 "Estimable"
"450" "F1F025M006" 0.327895696017106 0.0660596436080737 "Estimable"
"451" "F1F025M007" 0.348073873633944 0.0660038110884376 "Estimable"
"452" "F1F025M009" 0.285494060678186 0.0660851967946184 "Estimable"
"453" "F1F025M010" 0.339309651701932 0.0659961589336404 "Estimable"
"454" "F1F025M013" 0.32037497368715 0.0660582637861691 "Estimable"
"455" "F1F025M014" 0.385133632674175 0.0660639878912244 "Estimable"
"456" "F1F025M015" 0.273359797053035 0.0661148850628607 "Estimable"
"457" "F1F026M001" 0.284882712360435 0.0541513054736693 "Estimable"
"458" "F1F026M002" 0.342121444249406 0.0541316272542847 "Estimable"
"459" "F1F026M003" 0.374421014779547 0.0541261038736388 "Estimable"
"460" "F1F026M004" 0.359086568077571 0.0541437703168511 "Estimable"
"461" "F1F026M005" 0.413623817911671 0.0541363245150008 "Estimable"
"462" "F1F026M006" 0.358410105057211 0.0541260113914598 "Estimable"
"463" "F1F026M007" 0.407756158075454 0.0541261526538903 "Estimable"
"464" "F1F026M008" 0.337784947998436 0.0541255364384696 "Estimable"
"465" "F1F026M009" 0.446615453672994 0.0541253730602761 "Estimable"
"466" "F1F026M010" 0.592153184679931 0.0541324449993291 "Estimable"
"467" "F1F026M011" 0.400825680974217 0.0541197653238583 "Estimable"
"468" "F1F026M012" 0.413563563117633 0.0541151283800362 "Estimable"
"469" "F1F026M013" 0.30891465037096 0.0541277109443287 "Estimable"
"470" "F1F026M014" 0.359071570115686 0.0541320647902752 "Estimable"
"471" "F1F026M015" 0.327834665369028 0.0541261581026831 "Estimable"
"472" "F1F027M001" 0.37768951925794 0.0541192441416693 "Estimable"
"473" "F1F027M002" 0.385320854623095 0.0541351469748164 "Estimable"
"474" "F1F027M003" 0.333792713031866 0.054132298041134 "Estimable"
"475" "F1F027M004" 0.282493813351888 0.0541174979317845 "Estimable"
"476" "F1F027M005" 0.401069017785994 0.0541261662305492 "Estimable"
"477" "F1F027M006" 0.368416729828304 0.0541304364724481 "Estimable"
"478" "F1F027M007" 0.317788540057853 0.0541322487596987 "Estimable"
"479" "F1F027M008" 0.249947123833937 0.054132085163161 "Estimable"
"480" "F1F027M009" 0.486606626468258 0.0541269062978955 "Estimable"
"481" "F1F027M010" 0.492223930811783 0.05412038447327 "Estimable"
"482" "F1F027M012" 0.422549096794692 0.0541395727274872 "Estimable"
"483" "F1F027M013" 0.2556680470095 0.0541222015753428 "Estimable"
"484" "F1F027M014" 0.240424743881358 0.0541196899449327 "Estimable"
"485" "F1F027M015" 0.432496619026852 0.0541196248298753 "Estimable"
"486" "F1F028M001" 0.31796431090614 0.0541378989408112 "Estimable"
"487" "F1F028M002" 0.357570776814306 0.0541347722674621 "Estimable"
"488" "F1F028M003" 0.4013536109617 0.054119633054902 "Estimable"
"489" "F1F028M004" 0.33519953356778 0.0541242306803079 "Estimable"
"490" "F1F028M005" 0.316867186583479 0.0541206342071708 "Estimable"
"491" "F1F028M006" 0.339179078376063 0.0541413567476789 "Estimable"
"492" "F1F028M007" 0.492009182243924 0.0541192495222596 "Estimable"
"493" "F1F028M008" 0.363395642922457 0.0541237374805401 "Estimable"
"494" "F1F028M009" 0.389208984403271 0.0541242211534181 "Estimable"
"495" "F1F028M010" 0.701393808547632 0.0541315682274209 "Estimable"
"496" "F1F028M011" 0.413307719003653 0.0541319954379851 "Estimable"
"497" "F1F028M012" 0.385532785232515 0.0541385713797659 "Estimable"
"498" "F1F028M013" 0.337453006003644 0.0541321040944124 "Estimable"
"499" "F1F028M014" 0.480179905241101 0.0541254439413545 "Estimable"
"500" "F1F028M015" 0.521872118463942 0.0541263611294676 "Estimable"
"501" "F1F029M001" 0.282220282083687 0.0541193254830094 "Estimable"
"502" "F1F029M002" 0.383815989840456 0.0541194752812513 "Estimable"
"503" "F1F029M003" 0.359232903798639 0.0541261072379359 "Estimable"
"504" "F1F029M004" 0.352379059790979 0.0541261647545999 "Estimable"
"505" "F1F029M005" 0.284857070949291 0.0541237926479978 "Estimable"
"506" "F1F029M006" 0.32525593513527 0.0541271563306007 "Estimable"
"507" "F1F029M007" 0.394153623295429 0.0541438993438405 "Estimable"
"508" "F1F029M008" 0.345167080861414 0.0541419337181856 "Estimable"
"509" "F1F029M009" 0.318370702026909 0.0541257865541238 "Estimable"
"510" "F1F029M010" 0.661158867291016 0.0541256640525954 "Estimable"
"511" "F1F029M011" 0.325301501101385 0.0541266255248926 "Estimable"
"512" "F1F029M012" 0.380318970588494 0.0541369686758822 "Estimable"
"513" "F1F029M013" 0.304736043753566 0.0541286508951441 "Estimable"
"514" "F1F029M014" 0.445703716541665 0.0541318666846602 "Estimable"
"515" "F1F029M015" 0.283691467753716 0.0541194871121117 "Estimable"
"516" "F1F030M001" 0.27287164002715 0.0660590282125259 "Estimable"
"517" "F1F030M002" 0.434296891383246 0.0660492491716949 "Estimable"
"518" "F1F030M003" 0.361947799426766 0.0660590369361281 "Estimable"
"519" "F1F030M004" 0.320857918140132 0.0660549536078418 "Estimable"
"520" "F1F030M005" 0.340431082170386 0.0660732742350583 "Estimable"
"521" "F1F030M006" 0.473568007282414 0.0660674660013889 "Estimable"
"522" "F1F030M007" 0.45389541437174 0.0660459547581773 "Estimable"
"523" "F1F030M009" 0.501601587158285 0.0660658920512222 "Estimable"
"524" "F1F030M010" 0.588017071015472 0.0660679621593771 "Estimable"
"525" "F1F030M011" 0.388914690684459 0.0660009944808432 "Estimable"
"526" "F1F030M013" 0.386486122665264 0.0660496925228204 "Estimable"
"527" "F1F030M014" 0.54893549631079 0.0660583489771604 "Estimable"
"528" "F1F030M015" 0.455326496432087 0.0659957402437639 "Estimable"
"529" "F1F031M001" 0.295489354222326 0.0541335400508749 "Estimable"
"530" "F1F031M002" 0.305021235267607 0.0541320507318842 "Estimable"
"531" "F1F031M003" 0.398255418556636 0.0541202618460512 "Estimable"
"532" "F1F031M004" 0.315344202710824 0.0541255868106126 "Estimable"
"533" "F1F031M005" 0.476739234543181 0.0541197467163917 "Estimable"
"534" "F1F031M006" 0.386938274182949 0.0541130720609818 "Estimable"
"535" "F1F031M007" 0.764993788168401 0.0592652112527418 "Estimable"
"536" "F1F031M008" 0.519554803404711 0.0541335317263965 "Estimable"
"537" "F1F031M009" 0.390035710006463 0.0541129600594196 "Estimable"
"538" "F1F031M010" 0.817194668986957 0.0541324471928297 "Estimable"
"539" "F1F031M011" 0.412067347540139 0.0541501456647055 "Estimable"
"540" "F1F031M012" 0.38819886400992 0.0541304165991248 "Estimable"
"541" "F1F031M013" 0.355080623187992 0.0541555237922133 "Estimable"
"542" "F1F031M014" 0.637789589258038 0.0541195994888978 "Estimable"
"543" "F1F031M015" 0.29745831240745 0.0541365938300124 "Estimable"
"544" "F1F032M001" 0.284583065536758 0.0660689918279479 "Estimable"
"545" "F1F032M003" 0.261832373651581 0.0660592935263634 "Estimable"
"546" "F1F032M005" 0.319318537839553 0.0660491742666852 "Estimable"
"547" "F1F032M006" 0.307803166452259 0.0660652184267548 "Estimable"
"548" "F1F032M007" 0.26597323356815 0.0660644844831762 "Estimable"
"549" "F1F032M008" 0.263568838945759 0.0660646288938726 "Estimable"
"550" "F1F032M009" 0.487861898306499 0.066054903008838 "Estimable"
"551" "F1F032M010" 0.366871889835866 0.0660688639581195 "Estimable"
"552" "F1F032M012" 0.366781935036396 0.0660733495241915 "Estimable"
"553" "F1F032M013" 0.359808949721031 0.0660639074363087 "Estimable"
"554" "F1F032M014" 0.351678672511979 0.0660582744032373 "Estimable"
"555" "F1F032M015" 0.419598001680479 0.0660585278276624 "Estimable"
"556" "F1F033M001" 0.396822119395858 0.0660584802705323 "Estimable"
"557" "F1F033M002" 0.46211897863967 0.0661224861719228 "Estimable"
"558" "F1F033M003" 0.339280711036473 0.0660494515802454 "Estimable"
"559" "F1F033M005" 0.274262738217967 0.0660584335302957 "Estimable"
"560" "F1F033M006" 0.348253503023256 0.0660877333850215 "Estimable"
"561" "F1F033M007" 0.416398076930252 0.0660658315820825 "Estimable"
"562" "F1F033M008" 0.383101724086432 0.0660751528278687 "Estimable"
"563" "F1F033M009" 0.30746374647548 0.0660581748627097 "Estimable"
"564" "F1F033M010" 0.466643560784979 0.0660579067060155 "Estimable"
"565" "F1F033M012" 0.365919752266604 0.066064176243943 "Estimable"
"566" "F1F033M013" 0.395958312569543 0.066049030277896 "Estimable"
"567" "F1F033M014" 0.296672533292295 0.0660587554664559 "Estimable"
"568" "F1F033M015" 0.428015297963857 0.0660490102474693 "Estimable"
"569" "F1F034M001" 0.287122188897736 0.0541302635546852 "Estimable"
"570" "F1F034M002" 0.31436299853055 0.0541301641449507 "Estimable"
"571" "F1F034M003" 0.381746533617501 0.0541282578837616 "Estimable"
"572" "F1F034M004" 0.346095222472274 0.0541384914448247 "Estimable"
"573" "F1F034M005" 0.30683609393701 0.0541260852897237 "Estimable"
"574" "F1F034M006" 0.306580283036294 0.0541320856401957 "Estimable"
"575" "F1F034M007" 0.358973371148014 0.0541323617579321 "Estimable"
"576" "F1F034M008" 0.35025796210558 0.0541196489657174 "Estimable"
"577" "F1F034M009" 0.320193218233898 0.0541191748324733 "Estimable"
"578" "F1F034M010" 0.577705624128223 0.0541264583946837 "Estimable"
"579" "F1F034M011" 0.344886005102631 0.0541487719622684 "Estimable"
"580" "F1F034M012" 0.409091171044649 0.0541253175551272 "Estimable"
"581" "F1F034M013" 0.326570696880034 0.0541319964787302 "Estimable"
"582" "F1F034M014" 0.376049140194828 0.0541323979036754 "Estimable"
"583" "F1F034M015" 0.311374745995481 0.0541295340595157 "Estimable"
"584" "F1F035M001" 0.230123721852762 0.0541249272766923 "Estimable"
"585" "F1F035M002" 0.325669759484204 0.0541232644679973 "Estimable"
"586" "F1F035M003" 0.311988547576833 0.0541217429395154 "Estimable"
"587" "F1F035M004" 0.25205463329291 0.0541197074739319 "Estimable"
"588" "F1F035M005" 0.259733701607348 0.0541381516867787 "Estimable"
"589" "F1F035M006" 0.2598012194895 0.0541317694355666 "Estimable"
"590" "F1F035M007" 0.259531613438828 0.0541377941473188 "Estimable"
"591" "F1F035M008" 0.314322884680342 0.0541194859920959 "Estimable"
"592" "F1F035M009" 0.250261486051252 0.0541257613266874 "Estimable"
"593" "F1F035M010" 0.331103102753551 0.0541364925660934 "Estimable"
"594" "F1F035M011" 0.266201949412156 0.0541176191381111 "Estimable"
"595" "F1F035M012" 0.325942324196283 0.0541265191973764 "Estimable"
"596" "F1F035M013" 0.273629113702642 0.0541347016968016 "Estimable"
"597" "F1F035M014" 0.257600452711591 0.0541382518429581 "Estimable"
"598" "F1F035M015" 0.328652973425056 0.0541255784551268 "Estimable"
"599" "F1F036M001" 0.38199409161407 0.0541256891904525 "Estimable"
"600" "F1F036M002" 0.435678084989369 0.0541195230796835 "Estimable"
"601" "F1F036M003" 0.370248909307946 0.0541195539227701 "Estimable"
"602" "F1F036M004" 0.327341576944117 0.0541312080393081 "Estimable"
"603" "F1F036M005" 0.507214621433846 0.0541320037737304 "Estimable"
"604" "F1F036M006" 0.501532084840923 0.0541267180256526 "Estimable"
"605" "F1F036M007" 0.585580446419241 0.0541253933501138 "Estimable"
"606" "F1F036M008" 0.334223114075031 0.054143178363283 "Estimable"
"607" "F1F036M009" 0.550559638860294 0.0541198547536887 "Estimable"
"608" "F1F036M010" 0.675328463284147 0.0541448851406354 "Estimable"
"609" "F1F036M011" 0.459859972212338 0.054126464915779 "Estimable"
"610" "F1F036M012" 0.492722159668135 0.0541325859780321 "Estimable"
"611" "F1F036M013" 0.30778845200545 0.0541254615050787 "Estimable"
"612" "F1F036M014" 0.461614378662582 0.0541313308997259 "Estimable"
"613" "F1F036M015" 0.435337214148956 0.0541387869754177 "Estimable"
"614" "F1F037M001" 0.334513723173925 0.054125517382556 "Estimable"
"615" "F1F037M002" 0.286924490438816 0.0541326132823837 "Estimable"
"616" "F1F037M003" 0.250557217081025 0.0541199606714788 "Estimable"
"617" "F1F037M004" 0.305789633644836 0.054137598894883 "Estimable"
"618" "F1F037M005" 0.259264415125509 0.0541322687947558 "Estimable"
"619" "F1F037M006" 0.297456647276619 0.0541264405948648 "Estimable"
"620" "F1F037M007" 0.386435748196764 0.0541217307064339 "Estimable"
"621" "F1F037M008" 0.341506943277977 0.0541299683320146 "Estimable"
"622" "F1F037M009" 0.366902678375025 0.0541327595466741 "Estimable"
"623" "F1F037M010" 0.38569903279613 0.0541191386556399 "Estimable"
"624" "F1F037M011" 0.335817926723978 0.0541193338618892 "Estimable"
"625" "F1F037M012" 0.4195231698336 0.0541237789449101 "Estimable"
"626" "F1F037M013" 0.257297057345378 0.0541319526617804 "Estimable"
"627" "F1F037M014" 0.347251956125605 0.0541255910207875 "Estimable"
"628" "F1F037M015" 0.323287893615125 0.0541281177185288 "Estimable"
"629" "F1F038M001" 0.312794894863491 0.0541240823062393 "Estimable"
"630" "F1F038M002" 0.32244271410865 0.0541363303663309 "Estimable"
"631" "F1F038M003" 0.268832046133587 0.054122253535751 "Estimable"
"632" "F1F038M004" 0.287372935390699 0.0541197089618771 "Estimable"
"633" "F1F038M005" 0.29193921258709 0.0541435570454976 "Estimable"
"634" "F1F038M006" 0.309483420585327 0.0541257841036809 "Estimable"
"635" "F1F038M007" 0.250547196856892 0.0541240279903509 "Estimable"
"636" "F1F038M008" 0.341556546678737 0.0541193315175866 "Estimable"
"637" "F1F038M009" 0.440669863834543 0.0541259955423363 "Estimable"
"638" "F1F038M010" 0.370021129614982 0.0541129927566948 "Estimable"
"639" "F1F038M011" 0.262025598095738 0.0541323430356227 "Estimable"
"640" "F1F038M012" 0.252714829912322 0.0541328386994869 "Estimable"
"641" "F1F038M013" 0.266241770433152 0.0541320859829714 "Estimable"
"642" "F1F038M014" 0.310853660310552 0.0541257759209657 "Estimable"
"643" "F1F038M015" 0.310813309195327 0.0541261759031817 "Estimable"
"644" "F1F039M001" 0.33774193525013 0.0541302870137732 "Estimable"
"645" "F1F039M002" 0.291711973743456 0.0541203517010926 "Estimable"
"646" "F1F039M003" 0.27058557501122 0.0541378143639335 "Estimable"
"647" "F1F039M004" 0.306591877487505 0.0541143540954246 "Estimable"
"648" "F1F039M005" 0.276069423387414 0.0541194598585371 "Estimable"
"649" "F1F039M006" 0.412005606377895 0.0541604561394091 "Estimable"
"650" "F1F039M007" 0.365245085619594 0.0541260537866836 "Estimable"
"651" "F1F039M008" 0.37006426899481 0.054126091601199 "Estimable"
"652" "F1F039M009" 0.453863855382968 0.0541322491164933 "Estimable"
"653" "F1F039M010" 0.374417932984565 0.054135033149975 "Estimable"
"654" "F1F039M011" 0.328521265634526 0.0541384398877924 "Estimable"
"655" "F1F039M012" 0.364716316869683 0.0541194868503224 "Estimable"
"656" "F1F039M013" 0.255706491738695 0.054126274576392 "Estimable"
"657" "F1F039M014" 0.342584961985145 0.0541246178848648 "Estimable"
"658" "F1F039M015" 0.410279104505154 0.0541323928568942 "Estimable"
"659" "F1F040M001" 0.298000787763659 0.054125798416284 "Estimable"
"660" "F1F040M002" 0.327809831815095 0.054132387762578 "Estimable"
"661" "F1F040M003" 0.269732417816952 0.0541369540603242 "Estimable"
"662" "F1F040M004" 0.346234524977662 0.054132100149197 "Estimable"
"663" "F1F040M005" 0.281371383901859 0.0541194974778109 "Estimable"
"664" "F1F040M006" 0.309211632269695 0.0541326390612668 "Estimable"
"665" "F1F040M007" 0.334757148636054 0.05412641906106 "Estimable"
"666" "F1F040M008" 0.332659392867141 0.0541191085082274 "Estimable"
"667" "F1F040M009" 0.251839348014512 0.0541257955273679 "Estimable"
"668" "F1F040M010" 0.34231454529657 0.0541260237550579 "Estimable"
"669" "F1F040M011" 0.316802232610334 0.0541349463976273 "Estimable"
"670" "F1F040M012" 0.311880547506161 0.0541261796648595 "Estimable"
"671" "F1F040M013" 0.312853452707455 0.0541326962739681 "Estimable"
"672" "F1F040M014" 0.227022408447097 0.0541365457813403 "Estimable"
"673" "F1F040M015" 0.297738699347477 0.0541319978609593 "Estimable"
"674" "F1F041M001" 0.280807482486298 0.0541191739244038 "Estimable"
"675" "F1F041M002" 0.322250742813051 0.0541350469776679 "Estimable"
"676" "F1F041M003" 0.254054691093154 0.0541323307149235 "Estimable"
"677" "F1F041M004" 0.338668376767855 0.054151420059202 "Estimable"
"678" "F1F041M005" 0.284693460936477 0.0541196733313098 "Estimable"
"679" "F1F041M006" 0.355317195638192 0.0541353668111911 "Estimable"
"680" "F1F041M007" 0.374954240036665 0.0541261685747286 "Estimable"
"681" "F1F041M008" 0.261888672350772 0.0541247115240971 "Estimable"
"682" "F1F041M009" 0.310720311305699 0.0541367301272335 "Estimable"
"683" "F1F041M010" 0.39600950708763 0.054134974461418 "Estimable"
"684" "F1F041M011" 0.326152495125853 0.0541384656047988 "Estimable"
"685" "F1F041M012" 0.338100879883641 0.0541260601445582 "Estimable"
"686" "F1F041M013" 0.256567896595713 0.0541262352947086 "Estimable"
"687" "F1F041M014" 0.324776803777769 0.0541297893382971 "Estimable"
"688" "F1F041M015" 0.334811552235389 0.0541260235057676 "Estimable"
"689" "F1F042M001" 0.370366103644165 0.0541366476901392 "Estimable"
"690" "F1F042M002" 0.384675118856811 0.0541309319019576 "Estimable"
"691" "F1F042M003" 0.418701390086465 0.0541267115698208 "Estimable"
"692" "F1F042M004" 0.347655915750669 0.0541206676241329 "Estimable"
"693" "F1F042M005" 0.463196127800387 0.0541254822248165 "Estimable"
"694" "F1F042M006" 0.297341957614836 0.0541199504658771 "Estimable"
"695" "F1F042M007" 0.45284323589722 0.0541356585249027 "Estimable"
"696" "F1F042M008" 0.384819128102662 0.0541305439993507 "Estimable"
"697" "F1F042M009" 0.351155432068335 0.0592360198350249 "Estimable"
"698" "F1F042M010" 0.651208496197722 0.054120020099755 "Estimable"
"699" "F1F042M011" 0.460578855364575 0.0541252162134095 "Estimable"
"700" "F1F042M012" 0.35983141282275 0.0541321125435046 "Estimable"
"701" "F1F042M013" 0.301083982417402 0.0541164380761222 "Estimable"
"702" "F1F042M014" 0.427062538633204 0.0541476915138207 "Estimable"
"703" "F1F042M015" 0.335891371817746 0.0541129141812233 "Estimable"
"704" "F1F043M001" 0.305807119143831 0.0541385054356555 "Estimable"
"705" "F1F043M002" 0.30185207849046 0.054142999189169 "Estimable"
"706" "F1F043M003" 0.306328416190316 0.0541259500665952 "Estimable"
"707" "F1F043M004" 0.346899862553074 0.0541255043655868 "Estimable"
"708" "F1F043M005" 0.296754650771054 0.0541294269199606 "Estimable"
"709" "F1F043M006" 0.291207754053622 0.0541385245250803 "Estimable"
"710" "F1F043M007" 0.327981317877468 0.0541195687154406 "Estimable"
"711" "F1F043M008" 0.296694627515201 0.0541351253010062 "Estimable"
"712" "F1F043M009" 0.257407667103596 0.0541265529203512 "Estimable"
"713" "F1F043M010" 0.435178571290314 0.0541346987327656 "Estimable"
"714" "F1F043M011" 0.328661538094427 0.0541278075332642 "Estimable"
"715" "F1F043M012" 0.32820073369457 0.0541208561413419 "Estimable"
"716" "F1F043M013" 0.285712841744177 0.0541290105199071 "Estimable"
"717" "F1F043M014" 0.352250783968796 0.0541256184743569 "Estimable"
"718" "F1F043M015" 0.281342030241728 0.0541257887037313 "Estimable"
"719" "F1F044M001" 0.295904231244441 0.0541304188389959 "Estimable"
"720" "F1F044M002" 0.320702763807945 0.054120294967639 "Estimable"
"721" "F1F044M003" 0.260399464314122 0.0541198451908651 "Estimable"
"722" "F1F044M004" 0.25614829226706 0.0541371184726429 "Estimable"
"723" "F1F044M005" 0.337831111992579 0.0541252657086839 "Estimable"
"724" "F1F044M006" 0.265072385223254 0.0541292850000401 "Estimable"
"725" "F1F044M007" 0.343378824912937 0.0541264047121349 "Estimable"
"726" "F1F044M008" 0.298728084598516 0.0541328024487142 "Estimable"
"727" "F1F044M009" 0.330774785242536 0.054125444896822 "Estimable"
"728" "F1F044M010" 0.36009959504625 0.0541330864835384 "Estimable"
"729" "F1F044M011" 0.332509945810279 0.0541260642688806 "Estimable"
"730" "F1F044M012" 0.353427639117594 0.0541251267498846 "Estimable"
"731" "F1F044M013" 0.300845745672909 0.0541257515864968 "Estimable"
"732" "F1F044M014" 0.325135010734836 0.0541384283944186 "Estimable"
"733" "F1F044M015" 0.343154435501487 0.0541305727159761 "Estimable"
"734" "F1F045M001" 0.271075784996685 0.0541194023299889 "Estimable"
"735" "F1F045M002" 0.313626240193602 0.0541370074335867 "Estimable"
"736" "F1F045M003" 0.393292269960274 0.0541198822749016 "Estimable"
"737" "F1F045M004" 0.318538485503835 0.0541198798386141 "Estimable"
"738" "F1F045M005" 0.246681833357069 0.0541259146391854 "Estimable"
"739" "F1F045M006" 0.241861755792787 0.054127704652591 "Estimable"
"740" "F1F045M007" 0.257954237884311 0.0541367628737544 "Estimable"
"741" "F1F045M008" 0.228448187201488 0.054139194082132 "Estimable"
"742" "F1F045M009" 0.277498080654961 0.0541316199369949 "Estimable"
"743" "F1F045M010" 0.353060972594059 0.0541126980964185 "Estimable"
"744" "F1F045M011" 0.314715360737657 0.0541324795278339 "Estimable"
"745" "F1F045M012" 0.287467111848759 0.0541253755328992 "Estimable"
"746" "F1F045M013" 0.244781139714451 0.0541344885045419 "Estimable"
"747" "F1F045M014" 0.285942405499135 0.0541432433684567 "Estimable"
"748" "F1F045M015" 0.293007541258886 0.0541320307223445 "Estimable"
"749" "F1F046M002" 0.343929351329554 0.0541324876858759 "Estimable"
"750" "F1F046M003" 0.25086093456741 0.0541143701908811 "Estimable"
"751" "F1F046M004" 0.257877815365152 0.0541262280829935 "Estimable"
"752" "F1F046M005" 0.270750126585468 0.0541260842330623 "Estimable"
"753" "F1F046M006" 0.280491306409653 0.0541294418094717 "Estimable"
"754" "F1F046M007" 0.417763886620765 0.0541204508816825 "Estimable"
"755" "F1F046M008" 0.368390306143838 0.0541258218685239 "Estimable"
"756" "F1F046M009" 0.350490770818731 0.0541368329233076 "Estimable"
"757" "F1F046M010" 0.523325959991246 0.0541261545082013 "Estimable"
"758" "F1F046M011" 0.310183038820535 0.054133610494644 "Estimable"
"759" "F1F046M012" 0.328798582570306 0.0541575004357788 "Estimable"
"760" "F1F046M013" 0.341182430600731 0.054131903734366 "Estimable"
"761" "F1F046M014" 0.224694398439748 0.0541255578470949 "Estimable"
"762" "F1F046M015" 0.315887603287127 0.0541301372237444 "Estimable"
"763" "F1F047M002" 0.290176034681159 0.0541252679672494 "Estimable"
"764" "F1F047M003" 0.233222964154338 0.0541288737982041 "Estimable"
"765" "F1F047M004" 0.28994095398346 0.0541256948388746 "Estimable"
"766" "F1F047M005" 0.256132115109012 0.054132856755859 "Estimable"
"767" "F1F047M006" 0.250771325130934 0.0541433059607478 "Estimable"
"768" "F1F047M007" 0.237621463085063 0.0541266995070473 "Estimable"
"769" "F1F047M008" 0.249977395297672 0.0541258705568454 "Estimable"
"770" "F1F047M009" 0.28814065277777 0.0541269014309461 "Estimable"
"771" "F1F047M010" 0.257391580837015 0.0541253240547962 "Estimable"
"772" "F1F047M011" 0.243165096436036 0.0541504330259122 "Estimable"
"773" "F1F047M012" 0.262207018790673 0.0541370176646106 "Estimable"
"774" "F1F047M013" 0.261793048346243 0.0541312792695464 "Estimable"
"775" "F1F047M014" 0.221956805081798 0.0541279471390404 "Estimable"
"776" "F1F047M015" 0.260587299409953 0.0541383133622829 "Estimable"
"777" "F1F048M002" 0.287801217371908 0.0541263196576726 "Estimable"
"778" "F1F048M003" 0.227664993115875 0.0541193578801847 "Estimable"
"779" "F1F048M004" 0.282037783748543 0.0541239355519525 "Estimable"
"780" "F1F048M005" 0.253827483762252 0.0541295412462511 "Estimable"
"781" "F1F048M006" 0.255094452106428 0.0541429212841215 "Estimable"
"782" "F1F048M007" 0.332200628331976 0.0541195938631976 "Estimable"
"783" "F1F048M008" 0.245499874317401 0.0541260901905699 "Estimable"
"784" "F1F048M009" 0.309088185257919 0.0541326267727688 "Estimable"
"785" "F1F048M010" 0.337094707015472 0.0541173535010125 "Estimable"
"786" "F1F048M011" 0.299056262836511 0.0541326547236099 "Estimable"
"787" "F1F048M012" 0.30752047007988 0.0541328183874569 "Estimable"
